# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van uurwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde dagreeksen <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> of de Centraal Nederland Temperatuur <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# SOURCE: ROYAL NETHERLANDS METEOROLOGICAL INSTITUTE (KNMI)
"# Comment: These time series are inhomogeneous because of station relocations and changes in observation techniques. As a result, these series are not suitable for trend analysis. For climate change studies we refer to the homogenized series of daily data <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> or the Central Netherlands Temperature <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>."
# 
# STN         LON(east)   LAT(north)  ALT(m)      NAME
# 343         4.313       51.893      3.50        Rotterdam Geulhaven
# DD        : Windrichting (in graden) gemiddeld over de laatste 10 minuten van het afgelopen uur (360=noord; 90=oost; 180=zuid; 270=west; 0=windstil 990=veranderlijk. Zie http://www.knmi.nl/kennis-en-datacentrum/achtergrond/klimatologische-brochures-en-boeken / Mean wind direction (in degrees) during the 10-minute period preceding the time of observation (360=north; 90=east; 180=south; 270=west; 0=calm 990=variable)
# FH        : Uurgemiddelde windsnelheid (in 0.1 m/s). Zie http://www.knmi.nl/kennis-en-datacentrum/achtergrond/klimatologische-brochures-en-boeken / Hourly mean wind speed (in 0.1 m/s)
# STN,YYYYMMDD,H,   DD,   FH
  343,20150204,    8,  320,   20
  343,20150204,    9,   70,   20
  343,20150204,   10,  350,   10
  343,20150204,   11,  330,   20
  343,20150204,   12,  360,   30
  343,20150204,   13,  330,   40
  343,20150204,   14,  340,   40
  343,20150204,   15,  350,   20
  343,20150204,   16,  350,   40
  343,20150204,   17,  350,   40
  343,20150204,   18,   40,   50
  343,20150204,   19,   40,   50
  343,20150204,   20,   40,   30
  343,20150204,   21,   30,   30
  343,20150204,   22,   20,   20
  343,20150204,   23,  360,   20
  343,20150204,   24,  330,   20
  343,20150205,    1,  310,   10
  343,20150205,    2,  300,   10
  343,20150205,    3,  260,   20
  343,20150205,    4,   70,   30
  343,20150205,    5,  300,   10
  343,20150205,    6,  350,   10
  343,20150205,    7,   30,   30
  343,20150205,    8,   60,   40
  343,20150205,    9,   40,   40
  343,20150205,   10,   30,   40
  343,20150205,   11,   40,   50
  343,20150205,   12,   50,   50
  343,20150205,   13,   40,   60
  343,20150205,   14,   40,   70
  343,20150205,   15,   60,   70
  343,20150205,   16,   50,   60
  343,20150205,   17,   50,   60
  343,20150205,   18,   40,   60
  343,20150205,   19,   50,   60
  343,20150205,   20,   40,   60
  343,20150205,   21,   50,   60
  343,20150205,   22,   40,   60
  343,20150205,   23,   40,   60
  343,20150205,   24,   40,   60
  343,20150206,    1,   40,   60
  343,20150206,    2,   40,   60
  343,20150206,    3,   40,   60
  343,20150206,    4,   40,   60
  343,20150206,    5,   50,   60
  343,20150206,    6,   60,   60
  343,20150206,    7,   60,   70
  343,20150206,    8,   40,   70
  343,20150206,    9,   40,   80
  343,20150206,   10,   40,   80
  343,20150206,   11,   50,   90
  343,20150206,   12,   40,   90
  343,20150206,   13,   50,   80
  343,20150206,   14,   40,   80
  343,20150206,   15,   40,   90
  343,20150206,   16,   40,   80
  343,20150206,   17,   40,   80
  343,20150206,   18,   40,   70
  343,20150206,   19,   40,   70
  343,20150206,   20,   40,   70
  343,20150206,   21,   40,   60
  343,20150206,   22,   40,   60
  343,20150206,   23,   40,   50
  343,20150206,   24,   30,   40
  343,20150207,    1,   30,   40
  343,20150207,    2,   30,   40
  343,20150207,    3,   50,   40
  343,20150207,    4,   30,   30
  343,20150207,    5,   40,   30
  343,20150207,    6,   20,   20
  343,20150207,    7,   20,   20
  343,20150207,    8,  130,   10
  343,20150207,    9,  360,   10
  343,20150207,   10,  340,   20
  343,20150207,   11,  290,   20
  343,20150207,   12,  300,   30
  343,20150207,   13,  300,   30
  343,20150207,   14,  350,   30
  343,20150207,   15,  350,   50
  343,20150207,   16,  350,   40
  343,20150207,   17,  350,   50
  343,20150207,   18,  340,   30
  343,20150207,   19,  340,   40
  343,20150207,   20,  340,   50
  343,20150207,   21,  340,   60
  343,20150207,   22,  340,   60
  343,20150207,   23,  340,   60
  343,20150207,   24,  330,   70
  343,20150208,    1,  340,   80
  343,20150208,    2,  350,   80
  343,20150208,    3,  360,   70
  343,20150208,    4,  350,   80
  343,20150208,    5,  360,   70
  343,20150208,    6,  350,   80
  343,20150208,    7,  350,   70
  343,20150208,    8,  360,   80
  343,20150208,    9,   10,   90
  343,20150208,   10,   20,  100
  343,20150208,   11,   10,  100
  343,20150208,   12,   10,   90
  343,20150208,   13,   10,   70
  343,20150208,   14,  360,   60
  343,20150208,   15,  350,   60
  343,20150208,   16,  340,   50
  343,20150208,   17,  320,   40
  343,20150208,   18,  310,   40
  343,20150208,   19,  310,   40
  343,20150208,   20,  300,   40
  343,20150208,   21,  310,   50
  343,20150208,   22,  310,   60
  343,20150208,   23,  310,   70
  343,20150208,   24,  300,   80
  343,20150209,    1,  300,   70
  343,20150209,    2,  290,   50
  343,20150209,    3,  300,   40
  343,20150209,    4,  320,   50
  343,20150209,    5,  310,   40
  343,20150209,    6,  320,   40
  343,20150209,    7,  290,   30
  343,20150209,    8,  300,   50
  343,20150209,    9,  300,   60
  343,20150209,   10,  300,   70
  343,20150209,   11,  300,   70
  343,20150209,   12,  300,   70
  343,20150209,   13,  300,   70
  343,20150209,   14,  300,   60
  343,20150209,   15,  300,   70
  343,20150209,   16,  300,   60
  343,20150209,   17,  310,   50
  343,20150209,   18,  310,   40
  343,20150209,   19,  320,   30
  343,20150209,   20,  310,   30
  343,20150209,   21,  330,   30
  343,20150209,   22,  330,   30
  343,20150209,   23,  330,   30
  343,20150209,   24,  330,   30
  343,20150210,    1,  330,   30
  343,20150210,    2,  340,   30
  343,20150210,    3,  340,   20
  343,20150210,    4,  340,   20
  343,20150210,    5,  350,   30
  343,20150210,    6,  350,   30
  343,20150210,    7,  340,   20
  343,20150210,    8,  330,   20
  343,20150210,    9,  330,   30
  343,20150210,   10,  300,   30
  343,20150210,   11,  340,   20
  343,20150210,   12,  350,   20
  343,20150210,   13,  350,   20
  343,20150210,   14,   10,   20
  343,20150210,   15,   40,   20
  343,20150210,   16,   20,   20
  343,20150210,   17,   40,   20
  343,20150210,   18,   60,   30
  343,20150210,   19,   80,   30
  343,20150210,   20,   80,   40
  343,20150210,   21,   90,   30
  343,20150210,   22,   80,   50
  343,20150210,   23,  100,   50
  343,20150210,   24,  100,   50
  343,20150211,    1,  120,   50
  343,20150211,    2,  110,   50
  343,20150211,    3,  100,   50
  343,20150211,    4,  120,   50
  343,20150211,    5,  120,   50
  343,20150211,    6,  110,   50
  343,20150211,    7,  120,   50
  343,20150211,    8,  110,   50
  343,20150211,    9,  150,   40
  343,20150211,   10,  160,   40
  343,20150211,   11,  160,   40
  343,20150211,   12,  150,   40
  343,20150211,   13,  160,   30
  343,20150211,   14,  160,   30
  343,20150211,   15,  160,   30
  343,20150211,   16,  140,   20
  343,20150211,   17,  150,   20
  343,20150211,   18,  150,   20
  343,20150211,   19,  140,   20
  343,20150211,   20,  150,   20
  343,20150211,   21,  170,   20
  343,20150211,   22,  130,   20
  343,20150211,   23,  150,   10
  343,20150211,   24,  160,   10
  343,20150212,    1,  180,   20
  343,20150212,    2,  150,   20
  343,20150212,    3,  150,   20
  343,20150212,    4,  160,   20
  343,20150212,    5,  140,   20
  343,20150212,    6,  160,   20
  343,20150212,    7,  160,   20
  343,20150212,    8,  160,   20
  343,20150212,    9,  190,   20
  343,20150212,   10,  200,   30
  343,20150212,   11,  130,   20
  343,20150212,   12,  150,   20
  343,20150212,   13,  150,   20
  343,20150212,   14,  150,   30
  343,20150212,   15,  140,   40
  343,20150212,   16,  150,   30
  343,20150212,   17,  150,   30
  343,20150212,   18,  150,   20
  343,20150212,   19,  150,   30
  343,20150212,   20,  150,   30
  343,20150212,   21,  140,   30
  343,20150212,   22,  150,   30
  343,20150212,   23,  150,   30
  343,20150212,   24,  160,   30
  343,20150213,    1,  180,   40
  343,20150213,    2,  190,   40
  343,20150213,    3,  170,   40
  343,20150213,    4,  170,   40
  343,20150213,    5,  180,   40
  343,20150213,    6,  180,   40
  343,20150213,    7,  150,   40
  343,20150213,    8,  140,   40
  343,20150213,    9,  150,   50
  343,20150213,   10,  160,   50
  343,20150213,   11,  150,   50
  343,20150213,   12,  150,   60
  343,20150213,   13,  150,   60
  343,20150213,   14,  150,   60
  343,20150213,   15,  150,   60
  343,20150213,   16,  150,   60
  343,20150213,   17,  170,   50
  343,20150213,   18,  150,   50
  343,20150213,   19,  150,   70
  343,20150213,   20,  140,   70
  343,20150213,   21,  140,   80
  343,20150213,   22,  150,   70
  343,20150213,   23,  150,   60
  343,20150213,   24,  150,   60
  343,20150214,    1,  150,   60
  343,20150214,    2,  140,   60
  343,20150214,    3,  150,   60
  343,20150214,    4,  140,   50
  343,20150214,    5,  140,   50
  343,20150214,    6,  140,   60
  343,20150214,    7,  140,   60
  343,20150214,    8,  130,   50
  343,20150214,    9,  140,   50
  343,20150214,   10,  140,   60
  343,20150214,   11,  140,   50
  343,20150214,   12,  110,   50
  343,20150214,   13,  140,   50
  343,20150214,   14,  110,   60
  343,20150214,   15,  150,   50
  343,20150214,   16,   90,   40
  343,20150214,   17,   80,   60
  343,20150214,   18,   60,   50
  343,20150214,   19,   90,   60
  343,20150214,   20,  100,   60
  343,20150214,   21,  100,   50
  343,20150214,   22,  100,   50
  343,20150214,   23,   70,   60
  343,20150214,   24,   90,   60
  343,20150215,    1,   80,   50
  343,20150215,    2,   80,   50
  343,20150215,    3,   70,   40
  343,20150215,    4,   70,   40
  343,20150215,    5,   70,   40
  343,20150215,    6,   50,   40
  343,20150215,    7,   50,   30
  343,20150215,    8,   50,   40
  343,20150215,    9,   70,   50
  343,20150215,   10,   70,   50
  343,20150215,   11,   80,   50
  343,20150215,   12,   80,   40
  343,20150215,   13,   80,   40
  343,20150215,   14,   80,   40
  343,20150215,   15,   80,   40
  343,20150215,   16,   30,   40
  343,20150215,   17,   40,   40
  343,20150215,   18,   60,   50
  343,20150215,   19,   60,   40
  343,20150215,   20,   70,   30
  343,20150215,   21,   90,   50
  343,20150215,   22,   90,   40
  343,20150215,   23,  100,   20
  343,20150215,   24,  100,   20
  343,20150216,    1,   30,   10
  343,20150216,    2,   60,   20
  343,20150216,    3,  100,   20
  343,20150216,    4,  130,   20
  343,20150216,    5,  150,   30
  343,20150216,    6,  160,   20
  343,20150216,    7,  170,   20
  343,20150216,    8,  190,   30
  343,20150216,    9,  180,   20
  343,20150216,   10,  130,   20
  343,20150216,   11,  130,   20
  343,20150216,   12,  160,   30
  343,20150216,   13,  190,   40
  343,20150216,   14,  190,   40
  343,20150216,   15,  190,   50
  343,20150216,   16,  170,   40
  343,20150216,   17,  190,   30
  343,20150216,   18,  180,   30
  343,20150216,   19,  190,   30
  343,20150216,   20,  180,   30
  343,20150216,   21,  190,   50
  343,20150216,   22,  190,   50
  343,20150216,   23,  210,   50
  343,20150216,   24,  230,   50
  343,20150217,    1,  240,   50
  343,20150217,    2,  240,   40
  343,20150217,    3,  230,   40
  343,20150217,    4,  240,   40
  343,20150217,    5,  230,   30
  343,20150217,    6,  240,   30
  343,20150217,    7,  220,   30
  343,20150217,    8,  270,   20
  343,20150217,    9,  340,   40
  343,20150217,   10,  310,   30
  343,20150217,   11,  350,   50
  343,20150217,   12,  350,   60
  343,20150217,   13,  340,   70
  343,20150217,   14,  330,   60
  343,20150217,   15,  330,   60
  343,20150217,   16,  330,   60
  343,20150217,   17,  330,   50
  343,20150217,   18,  350,   30
  343,20150217,   19,  290,   10
  343,20150217,   20,  290,   20
  343,20150217,   21,  300,   10
  343,20150217,   22,  300,   20
  343,20150217,   23,  280,   20
  343,20150217,   24,  220,   10
  343,20150218,    1,  230,   20
  343,20150218,    2,  210,   20
  343,20150218,    3,  220,   20
  343,20150218,    4,  200,   30
  343,20150218,    5,  200,   30
  343,20150218,    6,  180,   30
  343,20150218,    7,  190,   30
  343,20150218,    8,  190,   30
  343,20150218,    9,  190,   40
  343,20150218,   10,  190,   50
  343,20150218,   11,  220,   50
  343,20150218,   12,  220,   60
  343,20150218,   13,  200,   60
  343,20150218,   14,  200,   60
  343,20150218,   15,  200,   50
  343,20150218,   16,  190,   50
  343,20150218,   17,  180,   50
  343,20150218,   18,  190,   50
  343,20150218,   19,  180,   50
  343,20150218,   20,  180,   40
  343,20150218,   21,  180,   50
  343,20150218,   22,  180,   50
  343,20150218,   23,  190,   50
  343,20150218,   24,  200,   50
  343,20150219,    1,  190,   50
  343,20150219,    2,  190,   60
  343,20150219,    3,  190,   70
  343,20150219,    4,  190,   60
  343,20150219,    5,  190,   60
  343,20150219,    6,  190,   80
  343,20150219,    7,  190,   90
  343,20150219,    8,  190,   80
  343,20150219,    9,  190,   70
  343,20150219,   10,  200,   70
  343,20150219,   11,  200,   80
  343,20150219,   12,  220,   80
  343,20150219,   13,  200,   90
  343,20150219,   14,  190,  110
  343,20150219,   15,  200,  110
  343,20150219,   16,  190,   90
  343,20150219,   17,  190,  100
  343,20150219,   18,  200,   90
  343,20150219,   19,  190,  100
  343,20150219,   20,  190,   80
  343,20150219,   21,  190,   90
  343,20150219,   22,  200,   90
  343,20150219,   23,  190,   90
  343,20150219,   24,  190,   70
  343,20150220,    1,  190,   70
  343,20150220,    2,  190,   80
  343,20150220,    3,  190,   80
  343,20150220,    4,  190,   70
  343,20150220,    5,  190,   70
  343,20150220,    6,  200,   90
  343,20150220,    7,  200,  100
  343,20150220,    8,  200,  100
  343,20150220,    9,  210,   80
  343,20150220,   10,  220,   70
  343,20150220,   11,  200,   70
  343,20150220,   12,  200,   80
  343,20150220,   13,  190,   60
  343,20150220,   14,  190,   60
  343,20150220,   15,  180,   50
  343,20150220,   16,  190,   50
  343,20150220,   17,  200,   60
  343,20150220,   18,  260,   40
  343,20150220,   19,  240,   30
  343,20150220,   20,  330,   30
  343,20150220,   21,   10,   40
  343,20150220,   22,  360,   40
  343,20150220,   23,  350,   50
  343,20150220,   24,  350,   50
  343,20150221,    1,  350,   40
  343,20150221,    2,  320,   30
  343,20150221,    3,  310,   30
  343,20150221,    4,  310,   40
  343,20150221,    5,  300,   40
  343,20150221,    6,  260,   30
  343,20150221,    7,  270,   40
  343,20150221,    8,  270,   60
  343,20150221,    9,  280,   40
  343,20150221,   10,  280,   50
  343,20150221,   11,  240,   50
  343,20150221,   12,  280,   60
  343,20150221,   13,  270,   60
  343,20150221,   14,  280,   60
  343,20150221,   15,  280,   60
  343,20150221,   16,  310,   50
  343,20150221,   17,  270,   40
  343,20150221,   18,  300,   50
  343,20150221,   19,  270,   30
  343,20150221,   20,  260,   40
  343,20150221,   21,  270,   40
  343,20150221,   22,  280,   30
  343,20150221,   23,  260,   20
  343,20150221,   24,  210,   20
  343,20150222,    1,  190,   30
  343,20150222,    2,  240,   30
  343,20150222,    3,  230,   30
  343,20150222,    4,  210,   30
  343,20150222,    5,  200,   30
  343,20150222,    6,  200,   30
  343,20150222,    7,  240,   30
  343,20150222,    8,  220,   40
  343,20150222,    9,  230,   40
  343,20150222,   10,  240,   50
  343,20150222,   11,  220,   60
  343,20150222,   12,  240,   60
  343,20150222,   13,  230,   70
  343,20150222,   14,  220,   70
  343,20150222,   15,  190,   80
  343,20150222,   16,  190,   70
  343,20150222,   17,  190,   70
  343,20150222,   18,  180,   70
  343,20150222,   19,  170,   80
  343,20150222,   20,  180,   80
  343,20150222,   21,  190,  110
  343,20150222,   22,  190,  120
  343,20150222,   23,  190,  110
  343,20150222,   24,  180,  110
  343,20150223,    1,  190,  110
  343,20150223,    2,  190,  110
  343,20150223,    3,  200,  110
  343,20150223,    4,  200,  100
  343,20150223,    5,  210,   90
  343,20150223,    6,  210,   80
  343,20150223,    7,  210,   70
  343,20150223,    8,  220,   60
  343,20150223,    9,  230,   50
  343,20150223,   10,  220,   50
  343,20150223,   11,  250,   70
  343,20150223,   12,  240,   80
  343,20150223,   13,  240,   90
  343,20150223,   14,  240,  100
  343,20150223,   15,  240,   90
  343,20150223,   16,  220,   90
  343,20150223,   17,  220,   90
  343,20150223,   18,  220,   80
  343,20150223,   19,  220,   80
  343,20150223,   20,  220,   80
  343,20150223,   21,  220,   80
  343,20150223,   22,  220,   80
  343,20150223,   23,  220,   80
  343,20150223,   24,  200,   80
  343,20150224,    1,  190,   90
  343,20150224,    2,  190,  100
  343,20150224,    3,  200,  110
  343,20150224,    4,  210,  100
  343,20150224,    5,  200,  100
  343,20150224,    6,  210,  100
  343,20150224,    7,  220,  100
  343,20150224,    8,  220,   90
  343,20150224,    9,  230,   80
  343,20150224,   10,  230,   70
  343,20150224,   11,  260,   80
  343,20150224,   12,  260,   80
  343,20150224,   13,  270,   70
  343,20150224,   14,  270,   90
  343,20150224,   15,  260,  100
  343,20150224,   16,  240,   80
  343,20150224,   17,  270,   80
  343,20150224,   18,  270,   50
  343,20150224,   19,  240,   40
  343,20150224,   20,  270,   50
  343,20150224,   21,  270,   60
  343,20150224,   22,  250,   60
  343,20150224,   23,  270,   60
  343,20150224,   24,  250,   50
  343,20150225,    1,  260,   60
  343,20150225,    2,  260,   50
  343,20150225,    3,  230,   50
  343,20150225,    4,  230,   50
  343,20150225,    5,  210,   40
  343,20150225,    6,  190,   40
  343,20150225,    7,  190,   50
  343,20150225,    8,  180,   50
  343,20150225,    9,  180,   50
  343,20150225,   10,  190,   50
  343,20150225,   11,  210,   60
  343,20150225,   12,  190,   50
  343,20150225,   13,  200,   50
  343,20150225,   14,  220,   50
  343,20150225,   15,  230,   50
  343,20150225,   16,  240,   40
  343,20150225,   17,  240,   40
  343,20150225,   18,  250,   30
  343,20150225,   19,  240,   20
  343,20150225,   20,  260,   20
  343,20150225,   21,  990,   10
  343,20150225,   22,  210,   20
  343,20150225,   23,  190,   20
  343,20150225,   24,  190,   20
  343,20150226,    1,  170,   30
  343,20150226,    2,  180,   30
  343,20150226,    3,  170,   30
  343,20150226,    4,  160,   30
  343,20150226,    5,  180,   40
  343,20150226,    6,  150,   30
  343,20150226,    7,  160,   50
  343,20150226,    8,  160,   50
  343,20150226,    9,  160,   50
  343,20150226,   10,  160,   50
  343,20150226,   11,  180,   50
  343,20150226,   12,  180,   70
  343,20150226,   13,  190,   80
  343,20150226,   14,  190,   70
  343,20150226,   15,  190,   70
  343,20150226,   16,  190,   70
  343,20150226,   17,  190,   60
  343,20150226,   18,  190,   60
  343,20150226,   19,  230,   60
  343,20150226,   20,  330,   60
